,index,User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors,Fraud,trans_date_trans_time,Trans_hour,Day_of_week,MCC_Category,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,index,cc_num,val_for_agg,trans_date,hist_trans_60d,hist_trans_24h,hist_fraud_trans_24h,hist_fraud_trans_2h,hist_trans_avg_amt_60d
441,437,2,1,2008,10,21,10:31,10.32,Swipe Transaction,2.59615E+18,Scotia,CA,95565,5411,,No,2008/10/21 10:31,10,Tuesday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/21,123,6,0,0,38.71293651
442,438,2,1,2008,10,21,13:50,115,Swipe Transaction,-1.12121E+17,Citrus Heights,CA,95610,3509,,No,2008/10/21 13:50,13,Tuesday,(T&E) Lodging,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/21,123,7,0,0,38.71293651
443,439,2,1,2008,10,21,14:43,48.96,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/21 14:43,14,Tuesday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/21,123,8,0,0,38.71293651
444,440,2,1,2008,10,22,4:55,50.79,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/22 4:55,4,Wednesday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/22,128,9,0,0,39.24392308
445,441,2,1,2008,10,22,7:31,9.13,Swipe Transaction,4.7517E+18,Scotia,CA,95565,5814,,No,2008/10/22 7:31,7,Wednesday,Miscellaneous Stores,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/22,128,6,0,0,39.24392308
446,442,2,1,2008,10,22,16:41,189.35,Swipe Transaction,-1.12121E+17,Citrus Heights,CA,95610,3509,,No,2008/10/22 16:41,16,Wednesday,(T&E) Lodging,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/22,128,7,0,0,39.24392308
447,443,2,1,2008,10,22,16:58,-115,Swipe Transaction,-1.12121E+17,Citrus Heights,CA,95610,3509,,No,2008/10/22 16:58,16,Wednesday,(T&E) Lodging,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/22,128,3,0,0,39.24392308
448,444,2,1,2008,10,23,4:13,46.45,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/23 4:13,4,Thursday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/23,132,4,0,0,39.00588235
449,445,2,1,2008,10,23,4:40,48.48,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/23 4:40,4,Thursday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/23,132,5,0,0,39.00588235
450,446,2,1,2008,10,23,6:49,13.15,Swipe Transaction,6.04253E+18,West Covina,CA,91792,5912,,No,2008/10/23 6:49,6,Thursday,Miscellaneous Stores,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/23,132,6,0,0,39.00588235
451,447,2,1,2008,10,23,10:53,20.66,Swipe Transaction,2.02755E+18,West Covina,CA,91792,5541,,No,2008/10/23 10:53,10,Thursday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/23,132,6,0,0,39.00588235
452,448,2,1,2008,10,23,14:36,49.05,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/23 14:36,14,Thursday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/23,132,6,0,0,39.00588235
453,449,2,1,2008,10,23,23:29,0.9,Swipe Transaction,6.6665E+18,West Covina,CA,91792,5499,,No,2008/10/23 23:29,23,Thursday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/23,132,7,0,0,39.00588235
454,450,2,1,2008,10,24,9:42,32.2,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/24 9:42,9,Friday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/24,138,6,0,0,38.75503597
455,451,2,1,2008,10,24,14:27,46.94,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/24 14:27,14,Friday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/24,138,4,0,0,38.75503597
456,452,2,1,2008,10,24,14:36,47.18,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/24 14:36,14,Friday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/24,138,4,0,0,38.75503597
457,453,2,1,2008,10,24,15:31,167.81,Swipe Transaction,-4.5855E+18,West Covina,CA,91792,4900,,No,2008/10/24 15:31,15,Friday,Utility Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/24,138,4,0,0,38.75503597
458,454,2,1,2008,10,24,23:41,1.82,Swipe Transaction,6.6665E+18,West Covina,CA,91792,5499,,No,2008/10/24 23:41,23,Friday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/24,138,5,0,0,38.75503597
459,455,2,1,2008,10,25,6:46,12.44,Swipe Transaction,-4.89106E+18,West Covina,CA,91792,5411,,No,2008/10/25 6:46,6,Saturday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/25,143,5,0,0,39.31172414
460,456,2,1,2008,10,25,9:41,37.06,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/25 9:41,9,Saturday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/25,143,6,0,0,39.31172414
461,457,2,1,2008,10,25,17:31,21.63,Swipe Transaction,4.72291E+18,Alhambra,CA,91801,5411,,No,2008/10/25 17:31,17,Saturday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/25,143,7,0,0,39.31172414
462,458,2,1,2008,10,26,6:34,15.4,Swipe Transaction,4.72291E+18,Alhambra,CA,91801,5411,,No,2008/10/26 6:34,6,Sunday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/26,146,4,0,0,38.93675676
463,459,2,1,2008,10,26,6:35,25.41,Swipe Transaction,4.72291E+18,Alhambra,CA,91801,5411,,No,2008/10/26 6:35,6,Sunday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/26,146,4,0,0,38.93675676
464,460,2,1,2008,10,26,14:52,63.24,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/26 14:52,14,Sunday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/26,146,5,0,0,38.93675676
465,461,2,1,2008,10,26,23:45,1.48,Swipe Transaction,6.6665E+18,West Covina,CA,91792,5499,,No,2008/10/26 23:45,23,Sunday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/26,146,4,0,0,38.93675676
466,462,2,1,2008,10,27,4:48,43.51,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/27 4:48,4,Monday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/27,150,4,0,0,38.84906667
467,463,2,1,2008,10,27,13:47,36.47,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/27 13:47,13,Monday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/27,150,5,0,0,38.84906667
468,464,2,1,2008,10,27,14:47,47.86,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/27 14:47,14,Monday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/27,150,4,0,0,38.84906667
469,465,2,1,2008,10,27,15:16,42.1,Swipe Transaction,1.11113E+18,West Covina,CA,91792,5300,,No,2008/10/27 15:16,15,Monday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/27,150,5,0,0,38.84906667
470,466,2,1,2008,10,27,23:48,1.72,Swipe Transaction,6.6665E+18,West Covina,CA,91792,5499,,No,2008/10/27 23:48,23,Monday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/27,150,5,0,0,38.84906667
471,467,2,1,2008,10,28,9:57,23.64,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/28 9:57,9,Tuesday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/28,155,5,0,0,38.52601266
472,468,2,1,2008,10,28,10:02,52.89,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/28 10:02,10,Tuesday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/28,155,5,0,0,38.52601266
473,469,2,1,2008,10,28,10:32,11.56,Swipe Transaction,-4.89106E+18,West Covina,CA,91792,5411,,No,2008/10/28 10:32,10,Tuesday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/28,155,6,0,0,38.52601266
474,470,2,1,2008,10,28,14:57,49.91,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/28 14:57,14,Tuesday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/28,155,7,0,0,38.52601266
475,471,2,1,2008,10,28,17:16,27.11,Swipe Transaction,-5.86136E+18,West Covina,CA,91792,5912,,No,2008/10/28 17:16,17,Tuesday,Miscellaneous Stores,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/28,155,6,0,0,38.52601266
476,472,2,1,2008,10,29,4:39,42.2,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/29 4:39,4,Wednesday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/29,160,6,0,0,38.45950617
477,473,2,1,2008,10,29,10:47,24.11,Swipe Transaction,-4.5855E+18,West Covina,CA,91792,4900,,No,2008/10/29 10:47,10,Wednesday,Utility Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/29,160,6,0,0,38.45950617
478,474,2,1,2008,10,29,14:41,49.75,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/29 14:41,14,Wednesday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/29,160,4,0,0,38.45950617
479,475,2,1,2008,10,30,4:45,45.15,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/30 4:45,4,Thursday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/30,163,5,0,0,38.40109091
480,476,2,1,2008,10,30,6:53,10.84,Swipe Transaction,-5.47568E+18,Spring Valley,CA,91977,5942,,No,2008/10/30 6:53,6,Thursday,Miscellaneous Stores,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/30,163,3,0,0,38.40109091
481,477,2,1,2008,10,30,9:49,50.14,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/30 9:49,9,Thursday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/30,163,4,0,0,38.40109091
482,478,2,1,2008,10,30,14:42,45.84,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/30 14:42,14,Thursday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/30,163,5,0,0,38.40109091
483,479,2,1,2008,10,31,4:54,47.53,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/10/31 4:54,4,Friday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/31,167,4,0,0,38.34352941
484,480,2,1,2008,10,31,7:18,29.34,Swipe Transaction,1.43225E+18,Alhambra,CA,91803,7832,,No,2008/10/31 7:18,7,Friday,Business Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/31,167,4,0,0,38.34352941
485,481,2,1,2008,10,31,7:57,9.37,Swipe Transaction,-7.80474E+18,West Covina,CA,91792,5812,,No,2008/10/31 7:57,7,Friday,Miscellaneous Stores,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/31,167,4,0,0,38.34352941
486,482,2,1,2008,10,31,10:20,10.8,Swipe Transaction,2.02755E+18,West Covina,CA,91792,5541,,No,2008/10/31 10:20,10,Friday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/10/31,167,5,0,0,38.34352941
487,483,2,1,2008,11,1,5:20,51.3,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/1 5:20,5,Saturday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/1,171,5,0,0,38.15714286
488,484,2,1,2008,11,1,5:35,50.53,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/1 5:35,5,Saturday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/1,171,4,0,0,38.15714286
489,485,2,1,2008,11,1,6:30,38.85,Swipe Transaction,6.75962E+18,Alpine,CA,91901,5311,,No,2008/11/1 6:30,6,Saturday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/1,171,5,0,0,38.15714286
490,486,2,1,2008,11,1,7:39,7.62,Swipe Transaction,-6.03533E+18,Alhambra,CA,91801,5812,,No,2008/11/1 7:39,7,Saturday,Miscellaneous Stores,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/1,171,6,0,0,38.15714286
491,487,2,1,2008,11,1,9:06,58.8,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/1 9:06,9,Saturday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/1,171,6,0,0,38.15714286
492,488,2,1,2008,11,1,9:45,53.54,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/1 9:45,9,Saturday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/1,171,6,0,0,38.15714286
493,489,2,1,2008,11,1,16:34,50.3,Swipe Transaction,-3.34594E+18,West Covina,CA,91792,7538,,No,2008/11/1 16:34,16,Saturday,Business Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/1,171,7,0,0,38.15714286
494,490,2,1,2008,11,2,4:55,47.61,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/2 4:55,4,Sunday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/2,178,7,0,0,37.96758242
495,491,2,1,2008,11,2,6:58,8.27,Swipe Transaction,3.63912E+18,West Covina,CA,91792,5814,,No,2008/11/2 6:58,6,Sunday,Miscellaneous Stores,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/2,178,8,0,0,37.96758242
496,492,2,1,2008,11,2,7:50,7.12,Swipe Transaction,-6.03533E+18,Alhambra,CA,91801,5812,,No,2008/11/2 7:50,7,Sunday,Miscellaneous Stores,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/2,178,6,0,0,37.96758242
497,493,2,1,2008,11,2,8:28,6.96,Swipe Transaction,-6.03533E+18,Alhambra,CA,91801,5812,,No,2008/11/2 8:28,8,Sunday,Miscellaneous Stores,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/2,178,6,0,0,37.96758242
498,494,2,1,2008,11,2,9:30,58.84,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/2 9:30,9,Sunday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/2,178,7,0,0,37.96758242
499,495,2,1,2008,11,2,10:12,37.4,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/2 10:12,10,Sunday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/2,178,7,0,0,37.96758242
500,496,2,1,2008,11,2,14:44,52.72,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/2 14:44,14,Sunday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/2,178,7,0,0,37.96758242
501,497,2,1,2008,11,2,15:02,40.14,Swipe Transaction,6.75962E+18,Alpine,CA,91901,5311,,No,2008/11/2 15:02,15,Sunday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/2,178,8,0,0,37.96758242
502,498,2,1,2008,11,3,6:59,15.62,Swipe Transaction,4.72291E+18,Alhambra,CA,91801,5411,,No,2008/11/3 6:59,6,Monday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/3,186,9,0,0,38.04716578
503,499,2,1,2008,11,3,7:14,46.05,Swipe Transaction,-3.26567E+18,West Covina,CA,91792,7832,,No,2008/11/3 7:14,7,Monday,Business Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/3,186,7,0,0,38.04716578
504,500,2,1,2008,11,3,9:53,77.92,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/3 9:53,9,Monday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/3,186,8,0,0,38.04716578
505,501,2,1,2008,11,3,23:37,1.55,Swipe Transaction,6.6665E+18,West Covina,CA,91792,5499,,No,2008/11/3 23:37,23,Monday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/3,186,6,0,0,38.04716578
506,502,2,1,2008,11,4,7:57,113.47,Online Transaction,3.90092E+18, ONLINE,,,6300,,No,2008/11/4 7:57,7,Tuesday,Miscellaneous Stores,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/4,190,4,0,0,38.10705263
507,503,2,1,2008,11,4,9:56,59.01,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/4 9:56,9,Tuesday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/4,190,3,0,0,38.10705263
508,504,2,1,2008,11,4,10:30,16.24,Swipe Transaction,4.72291E+18,Alhambra,CA,91801,5411,,No,2008/11/4 10:30,10,Tuesday,Retail Outlet Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/4,190,3,0,0,38.10705263
509,505,2,1,2008,11,4,14:38,34.05,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/4 14:38,14,Tuesday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/4,190,4,0,0,38.10705263
510,506,2,1,2008,11,4,15:55,60,Swipe Transaction,-4.28247E+18,Chula Vista,CA,91910,4829,,No,2008/11/4 15:55,15,Tuesday,Utility Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/4,190,5,0,0,38.10705263
511,507,2,1,2008,11,4,22:28,26.52,Swipe Transaction,-6.03533E+18,Alhambra,CA,91801,5812,,No,2008/11/4 22:28,22,Tuesday,Miscellaneous Stores,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/4,190,6,0,0,38.10705263
512,508,2,1,2008,11,5,4:59,57.43,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/5 4:59,4,Wednesday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/5,196,7,0,0,38.49725
513,509,2,1,2008,11,5,5:10,37.94,Online Transaction,-6.45844E+18, ONLINE,,,4784,,No,2008/11/5 5:10,5,Wednesday,Transportation Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/5,196,7,0,0,38.49725
514,510,2,1,2008,11,5,7:14,45.98,Swipe Transaction,-3.26567E+18,West Covina,CA,91792,7832,,No,2008/11/5 7:14,7,Wednesday,Business Services,Saanvi Lee,81,67,1938,11,Female,766 Third Drive,,West Covina,CA,91792,34.02,-117.89,"$22,681 ","$33,483 ",$196 ,698,5,2,2_1,1,2008/11/5,196,8,0,0,38.49725
